Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
vch_task_d1,visual_ch_task_shortened_dlb,"If you've finished the Visual and Auditory Qualifying Tasks then you're ready for the ""Can You See the Pattern?"" Game!",descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-weight: normal;"">Now you're ready for the game!</span></p> <p style=""text-align: center;""><span style=""font-weight: normal;"">Remember to keep your </span>headphones in<span style=""font-weight: normal;"">, </span>volume at 100%<span style=""font-weight: normal;""> and </span>screen brightness at 100%!</p> <p> </p> <p style=""text-align: center;""><a title=""Visual Task - F"" href=""https://powerslab.research.yale.edu/vchshortd1/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Can You See the Pattern? Game (click here!)</a> (~15 minutes) - [task_data_vchshortd1_complete]</p></div>",,,,,,,"[task_data_visual_qualifying] <> """" or [task_data_auditory_qualifying] <> """"",,,,,,
incomplete_trials_4_d1,visual_ch_task_shortened_dlb,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"[task_data_visual_qualifying] = """" or [task_data_auditory_qualifying] = """"",y,,,,, @READONLY
incomplete_trials_4_d4,visual_ch_task_shortened_dlb,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"[task_data_vchshortd1] = """"",y,,,,, @READONLY
confirm_vch_tasks_d1,visual_ch_task_shortened_dlb,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"[task_data_vchshortd1] <> """"",y,,,,,
moreinfo,extra_questions,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please answer the researcher's question below.</span></p> <p><span style=""font-weight: normal;"">A researcher should have emailed you a question to answer -- please reach out to <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu</a> if you are not sure what you are supposed to be answering here!</span></p></div>",,,,,,,,y,LV,,,,
addon_qs_url,add_on_questions,,text,,,,,,,,,,,,,," @HIDDEN-SURVEY
@CALCTEXT([survey-url:instrument])"
timestamp_addonqs,add_on_questions,,text,,,,date_mdy,,,,,,,,,," @HIDDEN
@NOW"
reconsent_baseline,add_on_questions,,descriptive,"<div class=""rich-text-field-label""><p style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><span style=""font-size: 14pt;"">New Consent </span></p> <p style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><span style=""font-weight: normal;"">You have to sign this new consent form that allows us to send $5 for new questions answered :) </span></p> <p style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><span style=""font-size: 14pt;"">IMPORTANT: </span><span style=""font-weight: normal;"">please download and/or scroll through the attached PDF consent form -- <em>you will need to correctly answer a simple, brief quiz on aspects of this consent on the following page to ensure you understand what your participation consists of.</em></span></p></div>",,,,,,,,,,,,,
reconsent_agree,add_on_questions,,radio,"By clicking the box below, you are agreeing to take part in this study.
","1, Yes, I agree to participate in this study",,,,,,,y,,,,,
new_digital_card,add_on_questions,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">We now allow</span> prepaid digital gift cards <span style=""font-weight: normal;"">through US Bank!  More details are below.</span></p> <p><span style=""font-weight: normal;""><em> If you previously received a </em></span><em>hardcopy VISA</em><span style=""font-weight: normal;""><em> card, this is, unfortunately, </em></span><em>no longer an option</em><span style=""font-weight: normal;""><em> </em>(We're sorry! Too many getting lost in the mail!) <em>and you will need to select either the digital US bank card or Amazon gift card</em>. </span></p> <p><span style=""font-weight: normal;"">If you used an Amazon Gift card previously, but wanted a digital VISA, </span><em>you can opt for that here</em><span style=""font-weight: normal;"">!</span></p> <p><span style=""text-decoration: underline; font-size: 14pt;"">What payment method do you prefer?</span></p></div>","1, Digital Gift Card (US Bank) | 2, Amazon Gift Card",,,,,,[reconsent_agree]='1',y,,,,,
usbankinfo_reconsent,add_on_questions,,descriptive,"Please see this PDF for information on how to claim your emailed US Bank Gift Card!
(You can download and save if you want -- the email will also contain information on how to activate your card)",,,,,,,[reconsent_agree]='1',,,,,,
needs_digitalcard,add_on_questions,,radio,"Unfortunately, because we payed you with a hard-copy VISA card and are no longer offering these, you can only proceed if you are OK with being payed by a digital gift card!","1, Once you correct your emails to match you can move forward",,,,,,"[payment_pref]='1' and [new_digital_card]=""""",y,,,,, @READONLY
payment_email_reconsent,add_on_questions,,text,Please enter an email address that we can send your Gift Card to,,,email,,,,[reconsent_agree]='1',y,,,,,
payment_email_reconsent_2,add_on_questions,,text,Please re-enter the email address,,,email,,,,[reconsent_agree]='1',y,,,,,
payment_email_reconsent_3,add_on_questions,,radio,Please double check your payment email and make sure it's spelled correctly :),"1, Once you correct your emails to match you can move forward",,,,,,[payment_email_reconsent_2]<>[payment_email_reconsent],y,,,,, @READONLY
firstname_reconsent,add_on_questions,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please type your </span>legal first name</p> <p><span style=""font-weight: normal;""><span style=""text-decoration: underline;"">NOTE</span>: While we do not encourage it, if for <em>privacy reasons</em> you enter a name different than your true name </span><em>you will still be able to use your card if you use the false name when using the card.</em></p> <p><span style=""text-decoration: underline;"">The risk</span><span style=""font-weight: normal;""> in doing this is that merchants who require registrant information (eg. a mailing address and name) may reject your card, and you will be unable to troubleshoot, request a physical card, or seek help from US Bank. </span></p> <p><em><span style=""font-weight: normal;"">Providing a false name is </span>NOT illegal <span style=""font-weight: normal;"">and will </span>NOT affect your participation. </em></p></div>",,,,,,,[new_digital_card]='1',y,,,,,
lastname_reconsent,add_on_questions,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please type your </span>legal last name</p> <p><span style=""font-weight: normal;""><span style=""text-decoration: underline;"">NOTE</span>: While we do not encourage it, if for <em>privacy reasons</em> you enter a name different than your true name </span><em>you will still be able to use your card if you use the false name when using the card.</em></p> <p><span style=""text-decoration: underline;"">The risk</span><span style=""font-weight: normal;""> in doing this is that merchants who require registrant information (eg. a mailing address and name) may reject your card, and you will be unable to troubleshoot, request a physical card, or seek help from US Bank. </span></p> <p><em><span style=""font-weight: normal;"">Providing a false name is </span>NOT illegal <span style=""font-weight: normal;"">and will </span>NOT affect your participation. </em></p></div>",,,,,,,[new_digital_card]='1',y,,,,,
ses_occupation_addon,add_on_questions,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">What is your </span>current occupation (job)<span style=""font-weight: normal;"">?</span><br><span style=""font-weight: normal;"">If not currently employed, what was your </span><em>last</em> occupation (job)<span style=""font-weight: normal;"">?</span></p></div>",,,,,,,,y,,,,,
ses_income_addon,add_on_questions,,text,"<div class=""rich-text-field-label""><p>What is your <em>approximate</em> <span style=""text-decoration: underline;"">household</span> income in <span style=""text-decoration: underline;"">***US dollars (USD)****?</span> (give one number; not a range -- it's OK to approximate!)</p> <p> </p> <p><em><span style=""font-weight: normal;"">If over $10 million, please simply type 10000000</span></em></p></div>",,,number,0,10000000,,,y,,,,,
persist_hear_yn_addon,add_on_questions,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Participants who have used psychedelics have reported fascinating, non-distressing hallucination-like visual experiences after using psychedelics (eg. breathing objects, moving patterns, more visual intensity, etc.). </span><br><span style=""font-weight: normal;"">We want to know about other sensory experiences people may have after using psychedelics outside just what they see. </span><br>Have you ever noted NEW unusual experiences in your <span style=""text-decoration: underline;""><span style=""font-size: 12pt;"">HEARING</span></span> (sounds, noises, audition, etc.) that started AFTER a psychedelic experience, when you were NO LONGER high?<span style=""font-weight: normal;""> </span><br><em><span style=""font-weight: normal;"">This does NOT count times when (1) you were under the influence of another psychoactive drug or (2) you were in a trance, falling asleep, waking up, or had not slept in a long time, or (3) you were experiencing known symptoms of a psychotic spectrum disorder (schizophrenia, bipolar disorder, schizoaffective disorder, schizophreniform disorder, etc.)</span> </em></p></div>",,,,,,,[psychedelicuse_lifetimetot]>0,y,,,,,
persist_hear_sxlist_addon,add_on_questions,,notes,"Please list, in a numbered list, any changes you've had in your HEARING (sounds, noises, audition, etc.) in the days, weeks, or years after psychedelic use. Please provide as much detail surroudning the experience as you are willing to offer with regard to what the experience was, what triggered it, how long it lasted, how frequent it was, and how long you've had experiences like it since psychedelic use. You may also include additional details that you think may be worth noting. Please just include each on its own numbered line. 
    For example: 
    1. Processed foods tasted worse. This started after LSD when I was 22 and is present now. It is constant. 
    2. I randomly tasted metal three times after one DMT experience at 45. The last time this happened was 4 days after the DMT. It came out of the blue and lasted for 1-5 seconds...
    3. Etc.",,,,,,,[persist_hear_yn_addon] = '1',y,,,,,
persist_hear_most_addon,add_on_questions,,text,Which effect was the most vivid/intense?,,,,,,,[persist_hear_yn_addon] = '1',y,,,,,
persist_hear_time_addon,add_on_questions,,radio,"What is the longest you experienced any of these unusual experiences with your HEARING (sounds, noises, audition, etc.) after a psychedelic?","1, I've never experienced any hearing effect the day after taking a psychedelic | 2, < 1 day | 3, 1 - 3 days | 4, 3 days - 1 week | 5, 1 week - 1 month | 6, 1 - 6 months | 7, 6 months - 1 year | 8, >1 year | 9, I still experience these effects",,,,,,[persist_hear_yn_addon] = '1',y,,,,,
persist_hear_duration_addon,add_on_questions,,radio,"Were these unusual experiences with your HEARING (sounds, noises, audition, etc.) constant, present for brief spurts (minutes or seconds), or came and went in longer periods (hours to days)?","1, Brief spurts (seconds to minutes) | 2, Longer periods (hours to days) | 3, Constant | 0, I have never had unusual experiences with my HEARING (sounds, noises, audition, etc.) starting the day after taking a psychedelic",,,,,,[persist_hear_yn_addon] = '1',y,,,,,
persist_hear_psychdoses_addon,add_on_questions,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">About </span>how many times had you taken psychedelics<span style=""font-weight: normal;""> before you</span> first noticed <span style=""font-weight: normal;"">any of these unusual experiences with your HEARING (sounds, noises, audition, etc.)? </span><br>If you've never had this effect<span style=""font-weight: normal;""> or used psychedelics, please </span>type ""Na""</p></div>",,,,,,,[persist_hear_yn_addon] = '1',y,,,,,
persist_hear_distress_addon,add_on_questions,,radio,"Did these unusual experiences with your HEARING (sounds, noises, audition, etc.) ever cause you any distress or make it hard to go about your life? (work, relationships, etc.)","1, Yes | 2, No | 3, NA",,,,,,[persist_hear_yn_addon] = '1',y,,,,,
persist_hear_txseek_addon,add_on_questions,,radio,"Did you ever seek help for these unusual experiences with your HEARING (sounds, noises, audition, etc.)?","1, Yes | 2, No | 3, NA",,,,,,[persist_hear_yn_addon] = '1',y,,,,,
persist_touch_yn_addon,add_on_questions,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Participants who have used psychedelics have reported fascinating, non-distressing hallucination-like visual experiences after using psychedelics (eg. breathing objects, moving patterns, more visual intensity, etc.). </span><br><span style=""font-weight: normal;"">We want to know about other sensory experiences people may have after using psychedelics outside just what they see. </span><br>Have you ever noted NEW unusual experiences in your <span style=""text-decoration: underline; font-size: 12pt;"">TOUCH</span> (physical feelings on skin/outside of your body, tactile sensations, etc.) that started AFTER a psychedelic experience, when you were NO LONGER high?<span style=""font-weight: normal;""> </span><br><em><span style=""font-weight: normal;"">This does NOT count times when (1) you were under the influence of another psychoactive drug or (2) you were in a trance, falling asleep, waking up, or had not slept in a long time, or (3) you were experiencing known symptoms of a psychotic spectrum disorder (schizophrenia, bipolar disorder, schizoaffective disorder, schizophreniform disorder, etc.) </span></em></p></div>",,,,,,,[psychedelicuse_lifetimetot]>0,y,,,,,
persist_touch_sxlist_addon,add_on_questions,,notes,"Please list, in a numbered list, any changes you've had in your TOUCH (physical feelings on skin/outside of your body, tactile sensations, etc.) in the days, weeks, or years after psychedelic use. Please provide as much detail surroudning the experience as you are willing to offer with regard to what the experience was, what triggered it, how long it lasted, how frequent it was, and how long you've had experiences like it since psychedelic use. You may also include additional details that you think may be worth noting. Please just include each on its own numbered line. 
    For example: 
    1. Processed foods tasted worse. This started after LSD when I was 22 and is present now. It is constant. 
    2. I randomly tasted metal three times after one DMT experience at 45. The last time this happened was 4 days after the DMT. It came out of the blue and lasted for 1-5 seconds...
    3. Etc.",,,,,,,[persist_touch_yn_addon] = '1',y,,,,,
